"","Resp1","Resp2","HR1","HR2","Resp1S","Resp2S","HR1S","HR2S"
"1",-0.0430211246353592,1.19647471894162,0.42398039084884,5.29885565706574,-0.0430211246353592,1.19647471894162,0.42398039084884,5.29885565706574
"2",0.112550951604629,1.09917477662188,0.42398039084884,5.29885565706574,0.112550951604629,1.09917477662188,0.42398039084884,5.29885565706574
"3",0.300615609727761,0.919850316918584,0.42398039084884,5.29885565706574,0.300615609727761,0.919850316918584,0.42398039084884,5.29885565706574
"4",0.51174418190211,0.491256596942031,0.42398039084884,5.29885565706574,0.51174418190211,0.491256596942031,0.42398039084884,5.29885565706574
"5",0.718618511992673,-0.205233858932268,0.42398039084884,5.29885565706574,0.718618511992673,-0.205233858932268,0.42398039084884,5.29885565706574
"6",0.925493699343964,-0.875483524912138,0.754576810251066,0.238129734008179,0.925493699343964,-0.875483524912138,0.754576810251066,0.238129734008179
"7",1.16956491528313,-1.27316559855039,0.787273159422713,0.238129734008179,1.16956491528313,-1.27316559855039,0.787273159422713,0.238129734008179
"8",1.45169576426654,-1.3346434303439,0.787273159422713,0.238129734008179,1.45169576426654,-1.3346434303439,0.787273159422713,0.238129734008179
"9",1.72567149195405,-1.21945027885027,0.787273159422713,0.238129734008179,1.72567149195405,-1.21945027885027,0.787273159422713,0.238129734008179
"10",1.95343212239712,-1.04214600539396,0.787273159422713,-4.1801112116494,1.95343212239712,-1.04214600539396,0.787273159422713,-4.1801112116494
"11",2.11268699072028,-0.879571665885561,0.787273159422713,0.238129734008179,2.11268699072028,-0.879571665885561,0.787273159422713,0.238129734008179
"12",2.20838763488265,-0.763661182113299,0.787273159422713,0.238129734008179,2.20838763488265,-0.763661182113299,0.787273159422713,0.238129734008179
"13",2.24902625109799,-0.690177091878401,0.787273159422713,0.238129734008179,2.24902625109799,-0.690177091878401,0.787273159422713,0.238129734008179
"14",2.24622283706857,-0.639229369638766,1.29702413480219,0.238129734008179,2.24622283706857,-0.639229369638766,1.29702413480219,0.238129734008179
"15",2.22870591427745,-0.594786166745994,1.34743906643312,0.238129734008179,2.22870591427745,-0.594786166745994,1.34743906643312,0.238129734008179
"16",2.22228846047517,-0.561504395586479,1.34743906643312,0.238129734008179,2.22228846047517,-0.561504395586479,1.34743906643312,0.238129734008179
"17",2.22583889150209,-0.541273460540217,1.34743906643312,1.01791398627244,2.22583889150209,-0.541273460540217,1.34743906643312,1.01791398627244
"18",2.23059685998906,-0.523750300537509,1.34743906643312,1.01791398627244,2.23059685998906,-0.523750300537509,1.34743906643312,1.01791398627244
"19",2.23289294712024,-0.507578746977504,1.34743906643312,1.01791398627244,2.23289294712024,-0.507578746977504,1.34743906643312,1.01791398627244
"20",2.2904823511426,-0.502692742688679,1.34743906643312,1.01791398627244,2.2904823511426,-0.502692742688679,1.34743906643312,1.01791398627244
"21",2.46913411503118,-0.536280491533575,1.34743906643312,1.04115152347166,2.46913411503118,-0.536280491533575,1.34743906643312,1.04115152347166
"22",-0.0209834151605258,-0.686547783251928,1.12227570740883,3.34166770619466,-0.0209834151605258,-0.686547783251928,1.12227570740883,3.34166770619466
"23",-0.0209834151605258,-0.918189037546947,1.01631647963269,3.34166770619466,-0.0209834151605258,-0.918189037546947,1.01631647963269,3.34166770619466
"24",-0.0209834151605258,-1.14797277784198,1.01631647963269,3.34166770619466,-0.0209834151605258,-1.14797277784198,1.01631647963269,3.34166770619466
"25",-0.0209834151605258,-1.3714946206224,1.01631647963269,3.34166770619466,-0.0209834151605258,-1.3714946206224,1.01631647963269,3.34166770619466
"26",-0.0209834151605258,-1.55885740171552,1.01631647963269,3.34166770619466,-0.0209834151605258,-1.55885740171552,1.01631647963269,3.34166770619466
"27",2.36647148505274,-1.69479864466342,1.01631647963269,3.34166770619466,2.36647148505274,-1.69479864466342,1.01631647963269,3.34166770619466
"28",2.06187800469202,-1.74842795426428,1.01631647963269,3.34166770619466,2.06187800469202,-1.74842795426428,1.01631647963269,3.34166770619466
"29",1.79948215490476,-1.74851736361863,1.01631647963269,3.34166770619466,1.79948215490476,-1.74851736361863,1.01631647963269,3.34166770619466
"30",1.6444064326257,-1.74851736361863,1.02187473338162,0.287422011958138,1.6444064326257,-1.74851736361863,1.02187473338162,0.287422011958138
"31",1.61848201098064,-1.74851736361863,1.02866815463031,-1.66529244829144,1.61848201098064,-1.74851736361863,1.02866815463031,-1.66529244829144
"32",1.6741170319976,-1.74851736361863,1.02866815463031,-1.66529244829144,1.6741170319976,-1.74851736361863,1.02866815463031,-1.66529244829144
"33",1.71355822642947,-1.74851736361863,1.02866815463031,-1.66529244829144,1.71355822642947,-1.74851736361863,1.02866815463031,-1.66529244829144
"34",1.69757391436607,-1.74851736361863,1.02866815463031,-1.66529244829144,1.69757391436607,-1.74851736361863,1.02866815463031,-1.66529244829144
"35",1.65334457586964,-1.74851736361863,1.02866815463031,-1.66529244829144,1.65334457586964,-1.74851736361863,1.02866815463031,-1.66529244829144
"36",1.63503743014037,-1.74851736361863,1.02866815463031,-1.66529244829144,1.63503743014037,-1.74851736361863,1.02866815463031,-1.66529244829144
"37",1.6987504189878,-1.74851736361863,1.02866815463031,-0.988751320821325,1.6987504189878,-1.74851736361863,1.02866815463031,-0.988751320821325
"38",1.82671612803637,-1.74851736361863,1.02866815463031,-0.338741217957879,1.82671612803637,-1.74851736361863,1.02866815463031,-0.338741217957879
"39",1.91501775486404,-1.74851736361863,0.601617993656043,-0.338741217957879,1.91501775486404,-1.74851736361863,0.601617993656043,-0.338741217957879
"40",1.8534071122235,-1.74851736361863,0.391279854668719,-0.338741217957879,1.8534071122235,-1.74851736361863,0.391279854668719,-0.338741217957879
"41",1.73059405450061,-1.74851736361863,0.391279854668719,-0.338741217957879,1.73059405450061,-1.74851736361863,0.391279854668719,-0.338741217957879
"42",1.61072225833203,-1.74851736361863,0.391279854668719,-0.338741217957879,1.61072225833203,-1.74851736361863,0.391279854668719,-0.338741217957879
"43",1.50980072489011,-1.74851736361863,0.391279854668719,-0.338741217957879,1.50980072489011,-1.74851736361863,0.391279854668719,-0.338741217957879
"44",1.40215089490631,-1.74851736361863,0.391279854668719,-0.338741217957879,1.40215089490631,-1.74851736361863,0.391279854668719,-0.338741217957879
"45",1.27908254493891,-1.74851736361863,0.391279854668719,-0.338741217957879,1.27908254493891,-1.74851736361863,0.391279854668719,-0.338741217957879
"46",1.14610889017538,-1.74851736361863,0.391279854668719,-0.338741217957879,1.14610889017538,-1.74851736361863,0.391279854668719,-0.338741217957879
"47",0.984388197097098,-1.74851736361863,0.391279854668719,-0.338741217957879,0.984388197097098,-1.74851736361863,0.391279854668719,-0.338741217957879
"48",0.783866511897857,-1.74851736361863,0.300416885944749,-0.338741217957879,0.783866511897857,-1.74851736361863,0.300416885944749,-0.338741217957879
"49",0.564344328493356,-1.74851736361863,0.273275999183045,-0.338741217957879,0.564344328493356,-1.74851736361863,0.273275999183045,-0.338741217957879
"50",0.332836439960447,-1.74851736361863,0.273275999183045,-0.338741217957879,0.332836439960447,-1.74851736361863,0.273275999183045,-0.338741217957879
"51",0.121539158875025,-1.74851736361863,0.273275999183045,-0.325597534613288,0.121539158875025,-1.74851736361863,0.273275999183045,-0.325597534613288
"52",-0.0149912706448052,-1.74851736361863,0.273275999183045,-0.293418171942049,-0.0149912706448052,-1.74851736361863,0.273275999183045,-0.293418171942049
"53",-0.0676754287872976,-1.74851736361863,0.273275999183045,-0.293418171942049,-0.0676754287872976,-1.74851736361863,0.273275999183045,-0.293418171942049
"54",-0.0445287033498522,-1.74851736361863,0.273275999183045,-0.293418171942049,-0.0445287033498522,-1.74851736361863,0.273275999183045,-0.293418171942049
"55",0.0608027507238706,-1.74851736361863,0.273275999183045,-0.293418171942049,0.0608027507238706,-1.74851736361863,0.273275999183045,-0.293418171942049
"56",0.164785047865449,-1.74851736361863,0.292787039969953,-0.293418171942049,0.164785047865449,-1.74851736361863,0.292787039969953,-0.293418171942049
"57",0.195231348393255,-1.74851736361863,0.4900653412598,-0.293418171942049,0.195231348393255,-1.74851736361863,0.4900653412598,-0.293418171942049
"58",0.12190640937047,-1.74851736361863,0.4900653412598,-0.262251536359687,0.12190640937047,-1.74851736361863,0.4900653412598,-0.262251536359687
"59",-0.0140762305448114,-1.74851736361863,0.4900653412598,-0.189529386667508,-0.0140762305448114,-1.74851736361863,0.4900653412598,-0.189529386667508
"60",-0.152512865017188,-1.74851736361863,0.4900653412598,-0.189529386667508,-0.152512865017188,-1.74851736361863,0.4900653412598,-0.189529386667508
"61",-0.257085986251811,-1.74851736361863,0.4900653412598,-0.189529386667508,-0.257085986251811,-1.74851736361863,0.4900653412598,-0.189529386667508
"62",-0.293030928534709,-1.74851736361863,0.4900653412598,-0.189529386667508,-0.293030928534709,-1.74851736361863,0.4900653412598,-0.189529386667508
"63",-0.235617777317822,-1.74851736361863,0.4900653412598,-0.189529386667508,-0.235617777317822,-1.74851736361863,0.4900653412598,-0.189529386667508
"64",-0.147876627553454,-1.74851736361863,0.4900653412598,-0.189529386667508,-0.147876627553454,-1.74851736361863,0.4900653412598,-0.189529386667508
"65",-0.0597119909899507,-1.74851736361863,1.1086176857674,-0.112472856693086,-0.0597119909899507,-1.74851736361863,1.1086176857674,-0.112472856693086
"66",0.0200384600859528,-1.74851736361863,1.14117307232043,-0.0103281541688528,0.0200384600859528,-1.74851736361863,1.14117307232043,-0.0103281541688528
"67",0.0530459127617295,-1.74851736361863,1.14117307232043,-0.0103281541688528,0.0530459127617295,-1.74851736361863,1.14117307232043,-0.0103281541688528
"68",0.0257481594320294,-1.74851736361863,1.14117307232043,-0.0103281541688528,0.0257481594320294,-1.74851736361863,1.14117307232043,-0.0103281541688528
"69",-0.0330534112582982,-1.74851736361863,1.14117307232043,-0.0103281541688528,-0.0330534112582982,-1.74851736361863,1.14117307232043,-0.0103281541688528
"70",-0.0916816438296271,-1.74851736361863,1.14117307232043,-0.0103281541688528,-0.0916816438296271,-1.74851736361863,1.14117307232043,-0.0103281541688528
"71",-0.117469246662653,-1.74851736361863,1.14117307232043,-0.0103281541688528,-0.117469246662653,-1.74851736361863,1.14117307232043,-0.0103281541688528
"72",-0.0747029093229113,-1.74851736361863,1.19589811047427,0.16570934449205,-0.0747029093229113,-1.74851736361863,1.19589811047427,0.16570934449205
"73",0.0639893602982559,-1.74851736361863,1.56213490427299,0.215360946678459,0.0639893602982559,-1.74851736361863,1.56213490427299,0.215360946678459
"74",0.281815539080471,-1.74851736361863,1.56213490427299,0.215360946678459,0.281815539080471,-1.74851736361863,1.56213490427299,0.215360946678459
"75",0.520100416564566,-1.7477474994307,1.56213490427299,0.215360946678459,0.520100416564566,-1.7477474994307,1.56213490427299,0.215360946678459
"76",0.730203362005138,-1.60229802562764,1.56213490427299,0.215360946678459,0.730203362005138,-1.60229802562764,1.56213490427299,0.215360946678459
"77",0.925697898849134,-1.16456320013808,1.56213490427299,0.215360946678459,0.925697898849134,-1.16456320013808,1.56213490427299,0.215360946678459
"78",1.10070870497802,-0.611612635999347,1.56213490427299,0.37542367086256,1.10070870497802,-0.611612635999347,1.56213490427299,0.37542367086256
"79",1.23501145677269,-0.14622999157709,1.56213490427299,0.605757834932361,1.23501145677269,-0.14622999157709,1.56213490427299,0.605757834932361
"80",1.31800012451874,0.14750420313857,2.2807540995316,0.605757834932361,1.31800012451874,0.14750420313857,2.2807540995316,0.605757834932361
"81",1.37268324322444,0.285585681947026,2.38813397928289,0.605757834932361,1.37268324322444,0.285585681947026,2.38813397928289,0.605757834932361
